Date,AM/PM,Time start,Time end,Duration,FOCAL ID,AVIARY,Start time,End time,Vocalisation,Social Behaviour,Behaviour,Actor,Receiver,Tolerance,Location,Nearest Neighbour,Distance to NN,Notes,Season,
4/23/18,AM,9:17,,0:30,Bede,2,352.496,352.885,YI,N,RE, -, -, -,BR,BER,<3, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,375.941,376.211,YI,N,RE, -, -, -,BR,BER,<5, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,378.981,379.273,YI,N,RE, -, -, -,BR,GEO,<1, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,381.234,381.519,YI,N,RE, -, -, -,BR,GEO,<1, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,383.344,383.651,YI,N,RE, -, -, -,BR,GEO,<1, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,386.469,386.812,YI,N,RE, -, -, -,BR,GEO,<1, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,387.522,387.663,YI,N,RE, -, -, -,BR,GEO,<1, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,390.089,390.356,YI,N,RE, -, -, -,BR,GEO,<1, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,392.138,392.413,YI,N,RE, -, -, -,BR,GEO,<1, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,393.01,393.302,YI,N,RE, -, -, -,BR,GEO,<1, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,402.688,402.995,YI,N,RE, -, -, -,BR,BER,<1, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,406.139,406.529,YI,N,RE, -, -, -,BR,BER,BL, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,409.594,409.98,YI,N,RE, -, -, -,BR,BER,<1, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,411.93,412.247,YI,N,RE, -, -, -,BR,BER,<1, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,414.822,414.991,YI,N,RE, -, -, -,BR,BER,BL, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,419.095,419.42,YI,N,RE, -, -, -,BR,BER,WT, -,Breeding,
4/23/18,AM,9:17,,0:30,Bede,2,669.139,669.511,YI,N,RE, -, -, -,BR,BER,<2, -,Breeding,
4/19/18,AM,9:18,,0:30,Bette,3, -, -, -, -, -, -, -, -, -, -, -, -,Breeding,
5/10/18,AM,9:18,,0:30,Marge,1,167.117,167.409,YI,N,RE, -, -, -,GR,BOR,<4, -,Breeding,
5/10/18,AM,9:18,,0:30,Marge,1,169.395,169.716,YI,N,RE, -, -, -,GR,BOR,<4, -,Breeding,
5/10/18,AM,9:18,,0:30,Marge,1,171.336,171.635,YI,N,RE, -, -, -,GR,BOR,<4, -,Breeding,
5/10/18,AM,9:18,,0:30,Marge,1,173.694,174.109,YI,N,RE, -, -, -,GR,BOR,<4, -,Breeding,
5/10/18,AM,9:18,,0:30,Marge,1,174.825,175.1,YI,N,RE, -, -, -,GR,BOR,<4, -,Breeding,
5/10/18,AM,9:18,,0:30,Marge,1,176.629,176.921,YI,N,RE, -, -, -,GR,BOR,<4, -,Breeding,
5/10/18,AM,9:18,,0:30,Marge,1,181.5,181.843,YI,N,RE, -, -, -,GR,BOR,<5, -,Breeding,
5/10/18,AM,9:18,,0:30,Marge,1,183.825,184.186,YI,N,RE, -, -, -,GR,B,<5, -,Breeding,
5/10/18,AM,9:18,,0:30,Marge,1,186.505,186.829,YI,N,RE, -, -, -,GR,BOR,<5, -,Breeding,
5/10/18,AM,9:18,,0:30,Marge,1,213.133,213.414,YI,N,FOR, -, -, -,GR,BOR,<4, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,24.744,28.227,CH,N,RE, -, -, -,BR,GEO,<2, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,339.242,339.538, -,Y,AF,GEO,GUS, -,BR,GEO,WT, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,381.253,383.64,CH,N,RE, -, -, -,BR,GEO,WT, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,417.56,428.76,CH,N,RE, -, -, -,BR,GEO,WT, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,519.195,530.874,CH,N,RE, -, -, -,BR,GEO,WT, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,610.687,618.426,CH,N,RE, -, -, -,BR,GEO,<1, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,619.342,627.365,CH,N,RE, -, -, -,BR,GEO,<1,NOT MUCH FROM GUS,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,638.055,645.639,CH,N,RE, -, -, -,BR,GEO,<1, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,651.419,652.424,CL,N,RE, -, -, -,BR,GEO,BL, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,654.643,655.173,CL,N,RE, -, -, -,BR,GEO,BL, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,656.297,657.744,CL,N,RE, -, -, -,BR,GEO,BL, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,658.464,660.163,CH,N,RE, -, -, -,BR,GEO,BL, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,668.961,674.485,CH,N,RE, -, -, -,BR,GEO,WT, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,707.564,716.351,CH,N,RE, -, -, -,BR,GEO,BL, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,756.894,777.905,CH,N,RE, -, -, -,BR,GEO,BL, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,796.932,797.174, -,Y,AP,GUS,GEO, -,BR,GEO,WT, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,845.181,851.877,CH,N,RE, -, -, -,BR,GEO,BL, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,853.561,873.797,CH,N,RE, -, -, -,BR,GEO,BL, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,873.876,875.708,CH,N,RE, -, -, -,BR,GEO,BL, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,1102.171,1111.03,CH,N,RE, -, -, -,BR,GEO,WT, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,1362.455,1366.649,CH,N,RE, -, -, -,BR,GEO,BL, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,1430.464,1437.819,CH,N,RE, -, -, -,BR,GEO,BL, -,Breeding,
4/17/18,AM,9:19,,0:30,Gus,2,1529.392,1529.825,CL,N,RE, -, -, -,BR,GEO,<1, -,Breeding,
3/26/18,AM,9:19,,0:30,Rose,3, -, -, -, -, -, -, -, -, -, -, -, -,Breeding,
4/27/18,AM,9:20,,0:30,Petunia,3,216.115,216.335,YI,N,TR, -, -, -,GR,DAI,<5, -,Breeding,
4/27/18,AM,9:20,,0:30,Petunia,3,463.59,463.911,YI,N,RE, -, -, -,BR,LEN,<2, -,Breeding,
4/27/18,AM,9:20,,0:30,Petunia,3,466.456,466.745,YI,N,RE, -, -, -,GR,LEN,<2, -,Breeding,
4/27/18,AM,9:20,,0:30,Petunia,3,504.993,505.307,YI,N,RE, -, -, -,BR,LEN,<2, -,Breeding,
4/27/18,AM,9:20,,0:30,Petunia,3,573.049,573.24,YI,N,RE, -, -, -,GR,LEN,BL,LENNY VOX FOLLOW,Breeding,
4/27/18,AM,9:20,,0:30,Petunia,3,730.042,730.468, -,Y,APR,JOA,PET, -,GR,JOA,WT,PET CLOSE TO JOA AND SUE NEST,Breeding,
4/27/18,AM,9:20,,0:30,Petunia,3,1502.064,1502.745, -,Y,AP,LEN,PET, -,BR,LEN,WT, -,Breeding,
4/27/18,AM,9:20,,0:30,Petunia,3,975.038,975.287,YI,N,RE, -, -, -,BR,LEN,<3, -,Breeding,
4/27/18,AM,9:20,,0:30,Petunia,3,891.064,891.612, -,Y,AP,LEN,PET, -,BR,LEN,WT, -,Breeding,
4/27/18,AM,9:20,,0:30,Petunia,3,845.26,845.732, -,Y,AP,LEN,PET, -,BR,LEN,WT, -,Breeding,
4/27/18,AM,9:20,,0:30,Petunia,3,759.844,760.201, -,Y,APR,PET,DAI,TOLNEG,GR,DAI,WT, -,Breeding,
4/27/18,AM,9:20,,0:30,Petunia,3,978.626,978.922,YI,N,RE, -, -, -,BR,LEN,<3, -,Breeding,
5/18/18,AM,9:21,,0:30,George,2,149.244,149.738,SG,N,RE, -, -, -,GR,GUS,<2, -,Breeding,
5/18/18,AM,9:21,,0:30,George,2,624.63,625.121, -,Y,APR,GEO,BAR,TOLNEG,GR,BAR,WT, -,Breeding,
5/18/18,AM,9:21,,0:30,George,2,1374.493,1374.905, -,Y,APR,GEO,GUS,NEUT,GR,GUS,WT, -,Breeding,
5/18/18,AM,9:21,,0:30,George,2,1079.444,1079.884, -,Y,APR,GEO,BED,TOLNEG,GR,BED,WT, -,Breeding,
5/18/18,AM,9:21,,0:30,George,2,1321.712,1322.235, -,Y,DIS,GEO,BER, -,BR,BER,WT, -,Breeding,
5/9/18,AM,9:22,,0:30,Barney,2,754.376,754.853, -,Y,DIS,BAR,BED, -,GR,BED,WT, -,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,315.941,316.167,YI,Y,DIS,MAR,BOR, -,GR,BOR,WT, -,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,537.51,537.78,YI,N,RE, -, -, -,BR,BOR,<3, -,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,558.687,559.422,YI,N,RE, -, -, -,BR,BOR,<3, -,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,651.49,651.772,YI,N,EA, -, -, -,BR,BOR,<2, -,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,694.97,695.611,YI,N,RE, -, -, -,GR,BOR,<3, -,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,878.22,878.352,YI,N,RE, -, -, -,GR,BOR,<2,VOX FROM OTHER BIRDS,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,896.823,896.987,YI,N,RE, -, -, -,GR,BOR,<3, -,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,926.888,927.097,YI,N,RE, -, -, -,GR,BOR,<3, -,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,933.336,933.448,YI,N,RE, -, -, -,GR,BOR,<3, -,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,976.902,977.224,YI,N,RE, -, -, -,GR,BOR,<3, -,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,981.183,981.375,YI,N,RE, -, -, -,GR,BOR,<3, -,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,984.656,984.748,YI,N,RE, -, -, -,GR,BOR,<2, -,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,990.097,990.3,YI,N,RE, -, -, -,GR,BOR,<2, -,Breeding,
3/7/18,AM,9:24,,0:30,Marge,1,995.071,995.303,YI,N,RE, -, -, -,BR,BOR,<2, -,Breeding,
3/16/18,AM,9:24,,0:30,Sue,3,102.733,103.025,YI,N,RE, -, -, -,BR,JOA,<1, -,Breeding,
3/16/18,AM,9:24,,0:30,Sue,3,583.135,585.32,CH,N,RE, -, -, -,BR,JOA,WT,NOT MUCH FRO SUE,Breeding,
3/9/18,AM,9:26,,0:30,Mabel,3,37.868,38..371,SQ,N,RE, -, -, -,BR,BET,<3, -,Breeding,
3/9/18,AM,9:26,,0:30,Mabel,3,373.286,373.792,SQ,N,RE, -, -, -,BR,PET,<3, -,Breeding,
3/9/18,AM,9:26,,0:30,Mabel,3,376.87,377.117,YI,N,RE, -, -, -,BR,PET,<4, -,Breeding,
3/9/18,AM,9:26,,0:30,Mabel,3,382.332,382.607,YI,N,RE, -, -, -,BR,PET,<4, -,Breeding,
3/9/18,AM,9:26,,0:30,Mabel,3,385.484,385.702,YI,N,RE, -, -, -,BR,PET,<4, -,Breeding,
3/9/18,AM,9:26,,0:30,Mabel,3,392.27,392.51,YI,N,RE, -, -, -,BR,PET,<4,ROSE AND BETTE OUT OF SIGHT,Breeding,
3/9/18,AM,9:26,,0:30,Mabel,3,1211.879,1212.083,YI,N,RE, -, -, -,BR,BET,<2, -,Breeding,
3/9/18,AM,9:26,,0:30,Mabel,3,1264.346,1264.774,SQ,N,RE, -, -, -,BR,PET,<4, -,Breeding,
5/15/18,AM,9:27,,0:30,Rose,3,842.861,843.338, -,Y,AF,MAB,ROS, -,GR,ROS,WT, -,Breeding,
5/15/18,AM,9:27,,0:30,Rose,3,1382.584,1383.067, -,Y,AF,MAB,ROS, -,GR,ROS,WT, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,212.484,212.729,YI,N,EA, -, -, -,BR,ERN,<2, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,751.89,753.355,SI,N,RE, -, -, -,BR,ERN,<1, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,1163.008,1164.252,SI,N,RE, -, -, -,BR,ERN,<2, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,1283.962,1284.223,YI,N,RE, -, -, -,BR,ERN,WT, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,1340.707,1340.992,CL,N,RE, -, -, -,BR,ERN,BL, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,1445.344,1445.469,BC,Y,AF,BAR,ERN, -,GR,ERN,WT, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,1447.513,1447.622,BC,Y,AF,BAR,ERN, -,GR,ERN,WT, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,1448.371,1448.507,BC,Y,AF,BAR,ERN, -,GR,ERN,WT, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,1450.546,1450.663,BC,Y,AF,BAR,ERN, -,GR,ERN,WT, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,1485.451,1485.727,YI,N,RE, -, -, -,BR,ERN,<1, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,1493.654,1495.158,SI,N,RE, -, -, -,BR,ERN,WT, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,1498.621,1499.211,SI,N,RE, -, -, -,BR,ERN,WT, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,1505.35,1506.183,SI,N,RE, -, -, -,BR,ERN,BL, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,1669.4,1670.624,SI,N,RE, -, -, -,BR,ERN,<4, -,Breeding,
3/5/18,AM,9:30,,0:30,Barney,2,1678.322,1679.839,SI,N,RE, -, -, -,BR,ERN,<4, -,Breeding,
5/3/18,AM,9:30,,0:30,Boris,1,502.884,503.209,YI,N,RE, -, -, -,BR,MAR,<2, -,Breeding,
5/3/18,AM,9:30,,0:30,Boris,1,506.591,506.922,YI,N,RE, -, -, -,BR,MAR,<2, -,Breeding,
5/11/18,AM,9:33,,0:30,Mabel,3,175.851,176.085,YI,N,TR, -, -, -,GR,ROS,<2, -,Breeding,
5/11/18,AM,9:33,,0:30,Mabel,3,201.604,202.102,SQ,N,BRD, -, -, -,GR,ROS,WT, -,Breeding,
5/11/18,AM,9:33,,0:30,Mabel,3,451.122,451.515, -,Y,DIS,MAB,PET, -,GR,PET,WT, -,Breeding,
5/11/18,AM,9:33,,0:30,Mabel,3,933.198,933.602, -,Y,NCAG,MAB,LEN, -,BR,LEN,WT, -,Breeding,
5/11/18,AM,9:33,,0:30,Mabel,3,934.179,934.515, -,Y,DIS,MAB,LEN, -,BR,LEN,WT, -,Breeding,
5/11/18,AM,9:33,,0:30,Mabel,3,1177.008,1177.437, -,Y,NCAG,MAB,DAI, -,GR,DAI,WT, -,Breeding,
5/11/18,AM,9:33,,0:30,Mabel,3,1177.968,1178.285, -,Y,NCAG,JOA,MAB, -,AIR,JOA,WT, -,Breeding,
5/17/18,AM,9:38,,0:30,Lenny,3,186.623,187.146, -,Y,APR,MAB,LEN,NEUT,GR,LEN,WT, -,Breeding,
5/17/18,AM,9:38,,0:30,Lenny,3,348.711,349.173, -,Y,DIS,JOA,LEN, -,GR,JOA,WT, -,Breeding,
5/17/18,AM,9:38,,0:30,Lenny,3,542.061,542.588, -,Y,APR,LEN,PET,NEUT,GR,PET,WT, -,Breeding,
5/17/18,AM,9:38,,0:30,Lenny,3,1476.642,1476.934,YI,N,TR, -, -, -,AIR,PET,<2, -,Breeding,
4/23/18,AM,11:19,,0:30,Rose,3,679.214,679.351,CL,N,RE, -, -, -,BR,MAB,WT, -,Breeding,
4/23/18,AM,11:19,,0:30,Rose,3,921.591,921.967, -,Y,AF,MAB,ROS, -,GR,MAB,WT, -,Breeding,
5/3/18,AM,11:30,,0:30,Bede,2,145.696,145.966,CL,N,RE, -, -, -,BR,BER,WT, -,Breeding,
5/3/18,AM,11:30,,0:30,Bede,2,148.714,148.981,CL,N, -, -, -, -,BR,BER,WT, -,Breeding,
5/3/18,AM,11:30,,0:30,Bede,2,392.878,393.206,YI,N,RE, -, -, -,BR,BER,WT, -,Breeding,
5/3/18,AM,11:30,,0:30,Bede,2,1014.148,1014.854,CL,N,RE, -, -, -,GR,BER,<1, -,Breeding,
5/3/18,AM,11:30,,0:30,Bede,2,1081.153,1081.96, -,Y,APR,GEO,BED,NEUT,GR,BED,WT, -,Breeding,
5/18/18,PM,15:41,,0:30,Bede,2,157.983,159.347,SI,Y,APR,BER,BED,NEUT,GR,BER,WT, -,Breeding,
5/18/18,PM,15:41,,0:30,Bede,2,489.678,489.923,YI,N,RE, -, -, -,BR,BER,WT, -,Breeding,
5/18/18,PM,15:41,,0:30,Bede,2,496.561,496.836,YI,N,RE, -, -, -,BR,BER,WT, -,Breeding,
5/18/18,PM,15:41,,0:30,Bede,2,504.268,504.528,YI,N,RE, -, -, -,BR,BER,BL, -,Breeding,
5/18/18,PM,15:41,,0:30,Bede,2,598.024,598.309,YI,N,RE, -, -, -,BR,BER,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,16.992,17.251,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,19.719,20.015,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,22.837,23.169,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,26.951,27.233,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,721.041,721.395,YI,N,TR, -, -, -,GR,PET,<2, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,997.634,997.904,YI,N,RE, -, -, -,BR,JOA,<2, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,1431.818,1432.147,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,1433.613,1433.942,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,1435.334,1435.619,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,1437.858,1438.139,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,1442.438,1442.73,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,1445.056,1445.33,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,1447.121,1447.392,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,1448.488,1448.781,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,1450.763,1451.051,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,1452.354,1452.7,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,1454.844,1455.144,BC,Y,AF,JOA,SUE, -,GR,JOA,WT, -,Breeding,
5/16/18,AM,9:34,,0:30,Sue,3,1682.006,1684.351,BC,Y,AF,SUE,JOA, -,GR,JOA,WT, -,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,18.42,21.133, -,Y,AP,BAR,ERN, -,BR,BAR,WT, -,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,771.662,771.896,BC,N,RE, -, -, -,GR,BAR,WT, -,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,772.123,772.322, -,Y,AF,BAR,ERN, -,GR,BAR,WT, -,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,773.356,774.532,RC,Y,AF,BAR,ERN, -,GR,BAR,WT,USED WHEN RECEIVING FOOD,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,1017.267,1017.769, -,Y,AP,BAR,ERN, -,BR,BAR,WT, -,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,1018.27,1018.548, -,Y,NCAG,ERN,BAR, -,BR,BAR,WT, -,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,1079.993,1080.736, -,Y,AP,BAR,ERN, -,BR,BAR,WT, -,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,1155.542,1155.805, -,Y,AF,BAR,ERN, -,BR,BAR,WT, -,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,1485.7,1485.891,BC,Y,AF,BAR,ERN, -,GR,BAR,WT, -,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,1487.078,1487.222,BC,Y,AF,BAR,ERN, -,GR,BAR,WT, -,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,1489.324,1489.465,BC,Y,AF,BAR,ERN, -,GR,BAR,WT, -,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,1673.296,1683.743,CH,N,RE, -, -, -,GR,BER,<1,AIMED TOWARDS BERT UPON APPROACH,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,1693.865,1751.619,CH,Y,APR,BER,ERN,TOLNEG,GR,BER,<1, -,Breeding,
4/18/18,AM,9:35,,0:30,Ernie,2,1770.317,1803.865,CH,Y,NCAG,BER,ERN, -,GR,BER,<1, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,99.013,99.15,CL,N,RE, -, -, -,BR,SUE,<2, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,100.257,100.394,CL,N,RE, -, -, -,BR,SUE,<2, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,113.093,114.904,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,115.999,117.41,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,119.955,120.861,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,127.521,127.675,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,131.771,132.428,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,137.087,137.295,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,141.872,142.056,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,144.731,144.89,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,159.986,163.985,CH,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,180.54,180.785,CL,N,RE, -, -, -,BR,DAI,<2, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,193.249,195.461,CH,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,196.823,197.526,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,198.687,198.871,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,199.881,200.624,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,205.448,206.148,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,210.759,212.873,CH,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,215.509,216.331,CH,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,309.078,310.245,CH,N,RE, -, -, -,BR,SUE,<2, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,311.468,313.249,CH,N,RE, -, -, -,BR,SUE,<2, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,318.578,318.697,CL,N,RE, -, -, -,BR,SUE,BL, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,319.346,319.469,CL,N,RE, -, -, -,BR,SUE,BL, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,321.197,321.381,CL,N,RE, -, -, -,BR,SUE,BL, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,323.212,324.744,CH,N,RE, -, -, -,BR,SUE,BL, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,356.111,356.299,CL,N,RE, -, -, -,BR,SUE,<2, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,382.987,383.312, -,Y,APR,JOA,DAI,TOLNEG,GR,DAI,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,544.945,545.172,CL,N,RE, -, -, -,BR,DAI,<2, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,602.858,603.154,YI,N,RE, -, -, -,GR,SUE,<2, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,616.156,616.517,YI,N,TR, -, -, -,GR,DAI,<2, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,687.98,688.632,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,693.428,693.594,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,701.531,701.672,CL,N,RE, -, -, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,806.135,806.571, -,Y,DIS,JOA,DAI, -,BR,DAI,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,961.423,961.939, -,Y,AF,JOA,SUE, -,BR,SUE,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,1631.186,1631.658, -,Y,DIS,JOA,LEN, -,GR,LEN,WT, -,Breeding,
4/30/18,AM,9:36,,0:30,Joan,3,1632.203,1632.894, -,Y,APR,JOA,LEN,TOLNEG,BR,LEN,WT, -,Breeding,
3/23/18,AM,9:41,,0:30,George,2,440.72,441.632,CL,N,RE, -, -, -,BR,GUS,BL, -,Breeding,
3/23/18,AM,9:41,,0:30,George,2,562.904,583.95,CH,N,RE, -, -, -,BR,GUS,WT, -,Breeding,
3/23/18,AM,9:41,,0:30,George,2,1041.139,1058.444,CH,N,RE, -, -, -,BR,GUS,WT, -,Breeding,
